,2022.3.9,,,
34.90,149.027,149.021,149.016,149.011
34.95,149.027,149.021,149.018,149.010
35.00,149.028,149.021,149.020,149.008
35.05,149.027,149.021,149.022,149.008
35.10,149.027,149.020,149.024,149.008
35.15,149.027,149.020,149.027,149.007
35.20,149.026,149.020,149.028,149.008
35.25,149.025,149.020,149.027,149.009
35.30,149.026,149.020,149.025,149.011
35.35,149.026,149.020,149.023,149.012
35.40,149.026,149.020,149.022,149.013
35.45,149.026,149.020,149.021,149.013
35.50,149.026,149.020,149.020,149.014
35.55,149.027,149.021,149.019,149.013
35.60,149.026,149.021,149.020,149.011
35.65,149.026,149.021,149.022,149.009
35.70,149.026,149.021,149.021,149.011
35.75,149.026,149.021,149.020,149.010
35.80,149.027,149.021,149.020,149.010
35.85,149.026,149.020,149.019,149.010
35.90,149.027,149.020,149.020,149.011
35.95,149.025,149.019,149.020,149.010
36.00,149.026,149.019,149.020,149.011
36.05,149.026,149.019,149.020,149.012
36.10,149.025,149.019,149.021,149.011
36.15,149.025,149.019,149.022,149.012
36.20,149.025,149.018,149.021,149.012
36.25,149.025,149.018,149.022,149.012
36.30,149.024,149.018,149.021,149.012
36.35,149.024,149.018,149.021,149.012
36.40,149.024,149.019,149.020,149.012
36.45,149.024,149.018,149.020,149.012
36.50,149.023,149.017,149.019,149.011
36.55,149.023,149.017,149.019,149.011
36.60,149.022,149.017,149.020,149.011
36.65,149.023,149.016,149.020,149.009
36.70,149.022,149.016,149.021,149.009
36.75,149.022,149.017,149.022,149.009
36.80,149.022,149.016,149.021,149.010
36.85,149.022,149.016,149.020,149.009
36.90,149.022,149.016,149.019,149.010
36.95,149.022,149.015,149.018,149.009
37.00,149.022,149.016,149.016,149.007
37.05,149.023,149.015,149.016,149.006
37.10,149.022,149.015,149.015,149.005
37.15,149.022,149.014,149.016,149.004
37.20,149.022,149.015,149.017,149.004
37.25,149.021,149.014,149.017,149.003
37.30,149.021,149.015,149.016,149.003
37.35,149.022,149.014,149.017,149.002
37.40,149.021,149.014,149.017,149.002
37.45,149.021,149.014,149.018,149.001
37.50,149.022,149.014,149.018,149.000
37.55,149.021,149.014,149.019,149.001
37.60,149.022,149.013,149.020,149.001
37.65,149.022,149.014,149.021,149.001
37.70,149.022,149.014,149.021,149.001
37.75,149.022,149.013,149.020,149.002
37.80,149.022,149.013,149.020,149.001
37.85,149.022,149.013,149.020,149.002
37.90,149.021,149.013,149.021,149.001
37.95,149.021,149.013,149.022,149.003
38.00,149.022,149.013,149.021,149.003
38.05,149.021,149.013,149.021,149.004
38.10,149.021,149.012,149.021,149.006
38.15,149.021,149.012,149.021,149.006
38.20,149.021,149.012,149.019,149.008
38.25,149.020,149.012,149.019,149.008
38.30,149.021,149.012,149.019,149.008
38.35,149.020,149.012,149.021,149.008
38.40,149.020,149.013,149.021,149.007
38.45,149.020,149.013,149.021,149.008
38.50,149.019,149.013,149.021,149.006
38.55,149.020,149.013,149.023,149.006
38.60,149.019,149.013,149.023,149.006
38.65,149.019,149.014,149.024,149.005
38.70,149.019,149.014,149.024,149.005
38.75,149.019,149.014,149.025,149.006
38.80,149.020,149.015,149.026,149.006
38.85,149.019,149.015,149.025,149.006
38.90,149.020,149.016,149.023,149.007
38.95,149.020,149.016,149.021,149.006
39.00,149.020,149.015,149.020,149.006
39.05,149.020,149.016,149.017,149.005
39.10,149.019,149.016,149.014,149.006
39.15,149.019,149.015,149.014,149.005
39.20,149.019,149.015,149.013,149.005
39.25,149.018,149.015,149.016,149.005
39.30,149.018,149.015,149.018,149.004
39.35,149.018,149.014,149.022,149.003
39.40,149.018,149.014,149.024,149.003
39.45,149.018,149.014,149.024,149.003
39.50,149.019,149.014,149.024,149.002
39.55,149.019,149.014,149.022,149.003
39.60,149.019,149.015,149.020,149.003
39.65,149.020,149.015,149.018,149.002
39.70,149.019,149.015,149.016,149.002
39.75,149.019,149.015,149.015,149.002
39.80,149.020,149.015,149.015,149.002
39.85,149.019,149.014,149.015,149.002
39.90,149.019,149.015,149.017,149.002
39.95,149.019,149.014,149.016,149.002
40.00,149.019,149.014,149.016,149.003
40.05,149.019,149.014,149.017,149.003
40.10,149.020,149.013,149.017,149.004
40.15,149.020,149.013,149.017,149.004
40.20,149.021,149.012,149.016,149.004
40.25,149.022,149.011,149.017,149.004
40.30,149.023,149.011,149.017,149.004
40.35,149.024,149.010,149.017,149.003
40.40,149.023,149.011,149.017,149.003
40.45,149.024,149.011,149.017,149.002
40.50,149.023,149.011,149.016,149.001
40.55,149.023,149.010,149.015,149.001
40.60,149.024,149.011,149.015,149.001
40.65,149.023,149.011,149.014,149.001
40.70,149.024,149.011,149.013,149.001
40.75,149.023,149.011,149.013,149.001
40.80,149.023,149.010,149.014,149.001
40.85,149.022,149.010,149.014,149.001
40.90,149.020,149.009,149.014,149.000
40.95,149.020,149.009,149.014,149.000
41.00,149.020,149.008,149.015,149.000
41.05,149.019,149.007,149.014,148.999
41.10,149.020,149.009,149.014,148.999
41.15,149.021,149.009,149.014,148.998
41.20,149.021,149.009,149.015,148.998
41.25,149.020,149.010,149.016,148.997
41.30,149.019,149.010,149.017,148.998
41.35,149.018,149.010,149.018,148.999
41.40,149.018,149.010,149.017,149.000
41.45,149.016,149.010,149.018,149.000
41.50,149.017,149.010,149.017,149.001
41.55,149.017,149.010,149.017,149.002
41.60,149.017,149.010,149.018,149.001
41.65,149.018,149.011,149.017,149.002
41.70,149.018,149.010,149.017,149.002
41.75,149.019,149.011,149.016,149.002
41.80,149.019,149.011,149.016,149.002
41.85,149.020,149.010,149.014,149.001
41.90,149.019,149.010,149.015,149.002
41.95,149.020,149.009,149.016,149.001
42.00,149.019,149.009,149.017,149.001
42.05,149.018,149.008,149.018,149.002
42.10,149.018,149.008,149.018,149.001
42.15,149.018,149.008,149.018,149.001
42.20,149.018,149.008,149.018,149.002
42.25,149.017,149.009,149.018,149.001
42.30,149.018,149.009,149.018,149.001
42.35,149.017,149.009,149.018,149.002
42.40,149.017,149.009,149.018,149.002
42.45,149.017,149.009,149.018,149.002
42.50,149.016,149.008,149.017,149.002
42.55,149.016,149.008,149.017,149.001
42.60,149.016,149.008,149.016,149.001
42.65,149.016,149.008,149.016,149.001
42.70,149.016,149.007,149.015,149.001
42.75,149.017,149.008,149.015,149.002
42.80,149.017,149.008,149.015,149.002
42.85,149.016,149.008,149.014,149.002
42.90,149.016,149.008,149.014,149.002
42.95,149.018,149.008,149.013,149.001
43.00,149.018,149.009,149.013,149.002
43.05,149.018,149.009,149.013,149.002
43.10,149.018,149.008,149.013,149.002
43.15,149.019,149.009,149.012,149.002
43.20,149.019,149.009,149.012,149.002
43.25,149.019,149.010,149.012,149.002
43.30,149.018,149.010,149.012,149.001
43.35,149.019,149.010,149.011,149.002
43.40,149.018,149.010,149.011,149.001
43.45,149.019,149.010,149.010,149.002
43.50,149.018,149.010,149.010,149.001
43.55,149.018,149.010,149.009,149.001
43.60,149.018,149.010,149.009,149.001
43.65,149.018,149.009,149.009,149.000
43.70,149.018,149.009,149.010,149.002
43.75,149.018,149.009,149.011,149.000
43.80,149.018,149.009,149.011,149.001
43.85,149.018,149.009,149.012,149.001
43.90,149.018,149.009,149.013,149.002
43.95,149.017,149.009,149.013,149.001
44.00,149.017,149.009,149.014,149.002
44.05,149.016,149.008,149.013,149.001
44.10,149.017,149.008,149.012,149.000
44.15,149.016,149.008,149.012,149.001
44.20,149.016,149.007,149.011,149.001
44.25,149.015,149.007,149.011,149.001
44.30,149.016,149.007,149.010,149.001
44.35,149.017,149.008,149.011,149.001
44.40,149.017,149.009,149.012,149.000
44.45,149.017,149.010,149.012,149.000
44.50,149.017,149.010,149.013,148.999
44.55,149.017,149.010,149.013,148.999
44.60,149.017,149.009,149.014,148.998
44.65,149.017,149.009,149.014,148.997
44.70,149.017,149.010,149.014,148.999
44.75,149.017,149.010,149.016,148.998
44.80,149.017,149.010,149.016,148.999
44.85,149.017,149.010,149.016,148.999
44.90,149.017,149.010,149.016,149.001
44.95,149.017,149.010,149.015,149.001
45.00,149.017,149.010,149.015,149.001
45.05,149.018,149.010,149.014,149.002
45.10,149.018,149.011,149.013,149.002
45.15,149.018,149.012,149.012,149.002
45.20,149.018,149.013,149.012,149.001
45.25,149.017,149.013,149.013,148.999
45.30,149.017,149.013,149.013,148.999
45.35,149.017,149.013,149.015,148.997
45.40,149.017,149.013,149.015,148.995
45.45,149.017,149.013,149.015,148.994
45.50,149.017,149.013,149.015,148.995
45.55,149.017,149.013,149.014,148.995
45.60,149.017,149.014,149.013,148.997
45.65,149.018,149.015,149.012,148.997
45.70,149.017,149.014,149.012,148.999
45.75,149.017,149.014,149.012,148.999
45.80,149.017,149.014,149.012,149.000
45.85,149.016,149.013,149.012,148.999
45.90,149.015,149.013,149.012,148.999
45.95,149.015,149.013,149.013,149.000
46.00,149.014,149.012,149.012,149.000
46.05,149.014,149.012,149.012,149.000
46.10,149.014,149.012,149.012,149.001
46.15,149.014,149.013,149.011,149.000
46.20,149.014,149.013,149.011,149.000
46.25,149.014,149.013,149.011,149.001
46.30,149.014,149.013,149.010,149.002
46.35,149.014,149.013,149.011,149.002
46.40,149.013,149.014,149.011,149.001
46.45,149.014,149.015,149.012,149.000
46.50,149.013,149.015,149.013,149.000
46.55,149.013,149.015,149.015,149.000
46.60,149.011,149.016,149.016,149.000
46.65,149.013,149.016,149.016,149.000
46.70,149.013,149.016,149.016,149.000
46.75,149.013,149.016,149.014,149.000
46.80,149.013,149.016,149.012,149.000
46.85,149.014,149.017,149.011,148.999
46.90,149.014,149.017,149.009,148.998
46.95,149.014,149.017,149.008,148.999
47.00,149.014,149.017,149.007,148.998
47.05,149.013,149.016,149.006,149.000
47.10,149.012,149.016,149.006,148.999
47.15,149.012,149.016,149.004,149.000
47.20,149.011,149.016,149.004,149.001
47.25,149.011,149.016,149.004,149.001
47.30,149.011,149.015,149.004,149.000
47.35,149.010,149.015,149.004,149.000
47.40,149.011,149.015,149.004,148.999
47.45,149.011,149.015,149.005,148.998
47.50,149.011,149.015,149.005,148.998
47.55,149.011,149.014,149.004,148.998
47.60,149.011,149.013,149.004,148.996
47.65,149.012,149.013,149.003,148.997
47.70,149.012,149.013,149.003,148.996
47.75,149.012,149.011,149.002,148.998
47.80,149.012,149.010,149.002,148.998
47.85,149.010,149.010,149.002,148.999
47.90,149.011,149.009,149.003,149.000
47.95,149.010,149.010,149.003,149.000
48.00,149.010,149.009,149.006,148.998
48.05,149.009,149.009,149.007,148.998
48.10,149.008,149.009,149.008,148.995
48.15,149.008,149.009,149.010,148.996
48.20,149.007,149.009,149.010,148.996
48.25,149.007,149.008,149.010,148.995
48.30,149.008,149.008,149.010,148.996
48.35,149.008,149.009,149.010,148.997
48.40,149.008,149.009,149.009,148.998
48.45,149.009,149.009,149.009,148.997
48.50,149.010,149.010,149.009,148.998
48.55,149.010,149.011,149.010,148.997
48.60,149.009,149.010,149.011,148.996
48.65,149.009,149.010,149.011,148.995
48.70,149.009,149.010,149.011,148.995
48.75,149.009,149.011,149.011,148.996
48.80,149.009,149.011,149.012,148.995
48.85,149.010,149.011,149.013,148.997
48.90,149.010,149.011,149.013,148.999
48.95,149.010,149.011,149.013,149.000
49.00,149.010,149.011,149.014,149.001
49.05,149.009,149.010,149.015,149.002
49.10,149.009,149.010,149.015,149.002
49.15,149.009,149.009,149.015,149.002
49.20,149.010,149.009,149.014,149.001
49.25,149.011,149.008,149.015,149.001
49.30,149.011,149.006,149.015,149.001
49.35,149.011,149.006,149.015,149.001
49.40,149.012,149.005,149.015,149.001
49.45,149.013,149.004,149.015,149.000
49.50,149.013,149.003,149.015,149.001
49.55,149.013,149.003,149.016,149.000
49.60,149.014,149.004,149.015,149.001
49.65,149.014,149.004,149.015,149.001
49.70,149.014,149.006,149.016,149.002
49.75,149.015,149.005,149.016,149.002
49.80,149.015,149.006,149.016,149.003
49.85,149.014,149.007,149.016,149.002
49.90,149.014,149.008,149.016,149.002
49.95,149.015,149.008,149.016,149.002
50.00,149.015,149.007,149.016,149.003
50.05,149.016,149.006,149.016,149.003
50.10,149.016,149.005,149.017,149.004
50.15,149.017,149.005,149.017,149.003
50.20,149.017,149.004,149.017,149.003
50.25,149.017,149.004,149.017,149.004
50.30,149.017,149.003,149.017,149.004
50.35,149.017,149.004,149.016,149.003
50.40,149.016,149.004,149.016,149.003
50.45,149.016,149.004,149.015,149.004
50.50,149.015,149.004,149.015,149.003
50.55,149.015,149.004,149.015,149.003
50.60,149.015,149.004,149.015,149.003
50.65,149.015,149.004,149.015,149.003
50.70,149.015,149.003,149.015,149.003
50.75,149.015,149.003,149.015,149.003
50.80,149.015,149.003,149.015,149.003
50.85,149.015,149.003,149.015,149.002
50.90,149.016,149.003,149.013,149.001
50.95,149.016,149.003,149.014,149.000
51.00,149.016,149.004,149.013,149.000
51.05,149.017,149.006,149.014,148.999
51.10,149.017,149.006,149.013,148.999
51.15,149.018,149.006,149.014,148.999
51.20,149.018,149.007,149.014,149.000
51.25,149.018,149.007,149.013,149.002
51.30,149.018,149.007,149.014,149.002
51.35,149.019,149.008,149.014,149.004
51.40,149.019,149.009,149.013,149.005
51.45,149.020,149.009,149.013,149.005
51.50,149.020,149.008,149.013,149.005
51.55,149.020,149.008,149.013,149.005
51.60,149.021,149.008,149.013,149.005
51.65,149.022,149.008,149.013,149.004
51.70,149.022,149.008,149.013,149.005
51.75,149.023,149.008,149.013,149.005
51.80,149.023,149.008,149.013,149.004
51.85,149.023,149.009,149.014,149.004
51.90,149.023,149.009,149.013,149.004
51.95,149.023,149.009,149.012,149.004
52.00,149.023,149.010,149.010,149.003
52.05,149.023,149.011,149.009,149.003
52.10,149.023,149.011,149.008,149.003
52.15,149.024,149.010,149.007,149.003
52.20,149.024,149.011,149.008,149.003
52.25,149.024,149.010,149.007,149.003
52.30,149.025,149.010,149.008,149.003
52.35,149.025,149.010,149.010,149.003
52.40,149.025,149.010,149.011,149.004
52.45,149.026,149.012,149.012,149.003
52.50,149.027,149.013,149.012,149.003
52.55,149.028,149.014,149.014,149.003
52.60,149.028,149.015,149.016,149.002
52.65,149.029,149.016,149.016,149.003
52.70,149.028,149.018,149.016,149.002
52.75,149.028,149.018,149.015,149.003
52.80,149.027,149.017,149.015,149.004
52.85,149.026,149.018,149.015,149.005
52.90,149.026,149.018,149.015,149.005
52.95,149.027,149.018,149.014,149.005
53.00,149.027,149.017,149.014,149.005
53.05,149.028,149.016,149.014,149.004
53.10,149.028,149.016,149.015,149.004
53.15,149.028,149.016,149.014,149.004
53.20,149.029,149.015,149.014,149.004
53.25,149.028,149.015,149.014,149.004
53.30,149.029,149.015,149.016,149.004
53.35,149.028,149.015,149.016,149.005
53.40,149.029,149.016,149.017,149.005
53.45,149.029,149.016,149.017,149.006
53.50,149.029,149.017,149.018,149.006
53.55,149.030,149.016,149.018,149.007
53.60,149.030,149.016,149.018,149.006
53.65,149.029,149.016,149.019,149.007
53.70,149.031,149.016,149.020,149.006
53.75,149.031,149.015,149.021,149.005
53.80,149.031,149.015,149.022,149.004
53.85,149.032,149.015,149.022,149.004
53.90,149.030,149.016,149.023,149.005
53.95,149.031,149.016,149.023,149.005
54.00,149.031,149.016,149.023,149.005
54.05,149.031,149.017,149.023,149.006
54.10,149.031,149.018,149.023,149.006
54.15,149.031,149.019,149.024,149.007
54.20,149.032,149.019,149.024,149.007
54.25,149.033,149.020,149.024,149.007
54.30,149.032,149.020,149.024,149.008
54.35,149.033,149.021,149.025,149.009
54.40,149.033,149.021,149.025,149.008
54.45,149.034,149.021,149.025,149.008
54.50,149.035,149.021,149.025,149.009
54.55,149.034,149.020,149.024,149.009
54.60,149.035,149.021,149.023,149.009
54.65,149.036,149.021,149.023,149.009
54.70,149.035,149.021,149.022,149.009
54.75,149.036,149.022,149.022,149.009
54.80,149.035,149.022,149.022,149.010
54.85,149.035,149.022,149.023,149.010
54.90,149.036,149.022,149.024,149.010
54.95,149.036,149.023,149.024,149.010
55.00,149.036,149.023,149.024,149.010
55.05,149.036,149.023,149.024,149.010
55.10,149.036,149.022,149.024,149.011
55.15,149.036,149.022,149.025,149.011
55.20,149.036,149.022,149.024,149.011
55.25,149.036,149.021,149.025,149.011
55.30,149.035,149.021,149.025,149.010
55.35,149.036,149.021,149.025,149.010
55.40,149.036,149.021,149.025,149.011
55.45,149.035,149.021,149.023,149.011
55.50,149.035,149.022,149.023,149.012
55.55,149.033,149.023,149.023,149.012
55.60,149.032,149.023,149.023,149.012
55.65,149.031,149.024,149.023,149.012
55.70,149.031,149.024,149.023,149.012
55.75,149.031,149.024,149.023,149.011
55.80,149.032,149.023,149.022,149.012
55.85,149.033,149.021,149.021,149.010
55.90,149.034,149.022,149.020,149.011
55.95,149.033,149.021,149.019,149.012
56.00,149.033,149.020,149.019,149.011
56.05,149.033,149.020,149.018,149.010
56.10,149.032,149.020,149.019,149.010
56.15,149.032,149.020,149.019,149.011
56.20,149.032,149.021,149.019,149.009
56.25,149.032,149.022,149.019,149.010
56.30,149.032,149.022,149.018,149.010
56.35,149.032,149.021,149.018,149.011
56.40,149.032,149.022,149.018,149.010
56.45,149.033,149.022,149.018,149.011
56.50,149.032,149.022,149.018,149.011
56.55,149.032,149.022,149.019,149.011
56.60,149.033,149.022,149.019,149.011
56.65,149.033,149.022,149.020,149.011
56.70,149.033,149.024,149.020,149.011
56.75,149.033,149.023,149.020,149.010
56.80,149.032,149.023,149.020,149.011
56.85,149.032,149.023,149.021,149.011
56.90,149.031,149.024,149.021,149.011
56.95,149.031,149.024,149.021,149.012
57.00,149.031,149.024,149.021,149.013
57.05,149.031,149.024,149.021,149.014
57.10,149.031,149.023,149.022,149.015
57.15,149.031,149.023,149.023,149.015
57.20,149.032,149.023,149.023,149.016
57.25,149.032,149.023,149.023,149.016
57.30,149.032,149.023,149.024,149.016
57.35,149.033,149.023,149.024,149.017
57.40,149.034,149.023,149.023,149.016
57.45,149.034,149.024,149.023,149.016
57.50,149.035,149.025,149.024,149.016
57.55,149.035,149.025,149.025,149.016
57.60,149.034,149.026,149.026,149.017
57.65,149.035,149.027,149.027,149.016
57.70,149.035,149.027,149.028,149.017
57.75,149.035,149.027,149.029,149.017
57.80,149.035,149.027,149.030,149.018
57.85,149.036,149.027,149.030,149.017
57.90,149.036,149.026,149.030,149.019
57.95,149.037,149.026,149.030,149.020
58.00,149.038,149.026,149.030,149.021
58.05,149.038,149.026,149.030,149.022
58.10,149.038,149.026,149.031,149.024
58.15,149.038,149.025,149.031,149.024
58.20,149.038,149.025,149.032,149.023
58.25,149.038,149.025,149.032,149.023
58.30,149.038,149.025,149.033,149.023
58.35,149.038,149.025,149.034,149.023
58.40,149.038,149.026,149.036,149.024
58.45,149.038,149.027,149.037,149.024
58.50,149.039,149.028,149.037,149.025
58.55,149.040,149.029,149.039,149.025
58.60,149.040,149.030,149.039,149.025
58.65,149.040,149.030,149.041,149.025
58.70,149.040,149.030,149.040,149.025
58.75,149.041,149.030,149.040,149.025
58.80,149.041,149.029,149.040,149.025
58.85,149.041,149.030,149.041,149.025
58.90,149.041,149.030,149.040,149.025
58.95,149.042,149.030,149.040,149.025
59.00,149.042,149.031,149.039,149.025
59.05,149.041,149.030,149.039,149.026
59.10,149.042,149.031,149.039,149.026
59.15,149.042,149.032,149.038,149.026
59.20,149.042,149.033,149.039,149.026
59.25,149.042,149.033,149.040,149.027
59.30,149.042,149.033,149.039,149.027
59.35,149.042,149.033,149.040,149.027
59.40,149.042,149.033,149.040,149.027
